"TaxaID","genome_composition","serotype","genotype"
1458724,"I: dsDNA","",""
1567466,"I: dsDNA","",""
2596980,"I: dsDNA","",""
1076630,"I: dsDNA","",""
1815972,"I: dsDNA","",""
2283250,"I: dsDNA","",""
2686230,"I: dsDNA","",""
2072006,"I: dsDNA","",""
2664223,"I: dsDNA","",""
1675548,"I: dsDNA","",""
2591126,"I: dsDNA","",""
2488962,"I: dsDNA","",""
1873903,"I: dsDNA","",""
1927019,"I: dsDNA","",""
2099646,"I: dsDNA","",""
2488963,"I: dsDNA","",""
1327035,"I: dsDNA","",""
1458841,"I: dsDNA","",""
1327947,"I: dsDNA","",""
1327948,"I: dsDNA","",""
2178920,"I: dsDNA","",""
2099631,"I: dsDNA","",""
2301549,"I: dsDNA","",""
2517948,"I: dsDNA","",""
1567468,"I: dsDNA","",""
2081623,"I: dsDNA","",""
1245814,"I: dsDNA","",""
1354510,"I: dsDNA","",""
2126813,"I: dsDNA","",""
1873895,"I: dsDNA","",""
1391432,"I: dsDNA","",""
1429904,"I: dsDNA","",""
2762393,"I: dsDNA","",""
2041533,"I: dsDNA","",""
2099633,"I: dsDNA","",""
2652891,"I: dsDNA","",""
2759390,"I: dsDNA","",""
2656585,"I: dsDNA","",""
2656586,"I: dsDNA","",""
2653760,"I: dsDNA","",""
1718166,"I: dsDNA","",""
1468169,"I: dsDNA","",""
2126809,"I: dsDNA","",""
1815969,"I: dsDNA","",""
2099635,"I: dsDNA","",""
2250361,"I: dsDNA","",""
1881141,"I: dsDNA","",""
1873889,"I: dsDNA","",""
2725652,"I: dsDNA","",""
2301709,"I: dsDNA","",""
2762423,"I: dsDNA","",""
2234076,"I: dsDNA","",""
2234077,"I: dsDNA","",""
1805459,"I: dsDNA","",""
2759460,"I: dsDNA","",""
2283298,"I: dsDNA","",""
1647308,"I: dsDNA","",""
1675553,"I: dsDNA","",""
2250382,"I: dsDNA","",""
1340711,"I: dsDNA","",""
2178922,"I: dsDNA","",""
1897542,"I: dsDNA","",""
1873891,"I: dsDNA","",""
1718171,"I: dsDNA","",""
1327773,"I: dsDNA","",""
1735466,"I: dsDNA","",""
1927018,"I: dsDNA","",""
1354512,"I: dsDNA","",""
1498204,"I: dsDNA","",""
1698417,"I: dsDNA","",""
2079571,"I: dsDNA","",""
2283258,"I: dsDNA","",""
2502444,"I: dsDNA","",""
1458846,"I: dsDNA","",""
2488788,"I: dsDNA","",""
2530144,"I: dsDNA","",""
2250427,"I: dsDNA","",""
1698441,"I: dsDNA","",""
2099448,"I: dsDNA","",""
2530146,"I: dsDNA","",""
2776872,"I: dsDNA","",""
2656602,"I: dsDNA","",""
1340827,"I: dsDNA","",""
1354513,"I: dsDNA","",""
2099449,"I: dsDNA","",""
1458714,"I: dsDNA","",""
1701853,"I: dsDNA","",""
1327776,"I: dsDNA","",""
2283259,"I: dsDNA","",""
2027901,"I: dsDNA","",""
2656604,"I: dsDNA","",""
2502422,"I: dsDNA","",""
2572318,"I: dsDNA","",""
1698420,"I: dsDNA","",""
1701845,"I: dsDNA","",""
1567478,"I: dsDNA","",""
2656611,"I: dsDNA","",""
1567479,"I: dsDNA","",""
1527536,"I: dsDNA","",""
1340825,"I: dsDNA","",""
1701849,"I: dsDNA","",""
1383054,"I: dsDNA","",""
1357715,"I: dsDNA","",""
340435,"I: dsDNA","",""
1486472,"I: dsDNA","",""
2015853,"I: dsDNA","",""
1772326,"I: dsDNA","",""
1647469,"I: dsDNA","",""
1647284,"I: dsDNA","",""
2575610,"I: dsDNA","",""
2024302,"I: dsDNA","",""
1647305,"I: dsDNA","",""
1647304,"I: dsDNA","",""
1458831,"I: dsDNA","",""
2599868,"I: dsDNA","",""
2575612,"I: dsDNA","",""
2315539,"I: dsDNA","",""
2315544,"I: dsDNA","",""
2530143,"I: dsDNA","",""
1897549,"I: dsDNA","",""
649688,"I: dsDNA","",""
2911433,"I: dsDNA","",""
2922994,"I: dsDNA","",""
1089114,"I: dsDNA","",""
515982,"I: dsDNA","",""
1327949,"I: dsDNA","",""
1327950,"I: dsDNA","",""
1606762,"I: dsDNA","",""
1498190,"I: dsDNA","",""
663555,"I: dsDNA","",""
1327952,"I: dsDNA","",""
1873887,"I: dsDNA","",""
1647309,"I: dsDNA","",""
2517965,"I: dsDNA","",""
2282904,"I: dsDNA","",""
2759721,"I: dsDNA","",""
2759728,"I: dsDNA","",""
1647286,"I: dsDNA","",""
1100814,"I: dsDNA","",""
1887647,"I: dsDNA","",""
480808,"I: dsDNA","",""
1471543,"I: dsDNA","",""
2301604,"I: dsDNA","",""
2301714,"I: dsDNA","",""
2488789,"I: dsDNA","",""
1391430,"I: dsDNA","",""
2656562,"I: dsDNA","",""
2922220,"I: dsDNA","",""
1542912,"I: dsDNA","",""
2920886,"I: dsDNA","",""
1089117,"I: dsDNA","",""
2922204,"I: dsDNA","",""
2923004,"I: dsDNA","",""
2502450,"I: dsDNA","",""
2047840,"I: dsDNA","",""
2182403,"I: dsDNA","",""
1391433,"I: dsDNA","",""
1391429,"I: dsDNA","",""
1034102,"I: dsDNA","",""
2847058,"I: dsDNA","",""
2070190,"I: dsDNA","",""
1636257,"I: dsDNA","",""
1636261,"I: dsDNA","",""
2249779,"I: dsDNA","",""
2562192,"I: dsDNA","",""
1537091,"I: dsDNA","",""
2419942,"I: dsDNA","",""
2484206,"I: dsDNA","",""
1772294,"I: dsDNA","",""
1772298,"I: dsDNA","",""
1622190,"I: dsDNA","",""
1622191,"I: dsDNA","",""
1622192,"I: dsDNA","",""
2664246,"I: dsDNA","",""
2592615,"I: dsDNA","",""
2070057,"I: dsDNA","",""
2508172,"I: dsDNA","",""
1262540,"I: dsDNA","",""
1938577,"I: dsDNA","",""
1887650,"I: dsDNA","",""
2502409,"I: dsDNA","",""
2907834,"I: dsDNA","",""
2902841,"I: dsDNA","",""
2041528,"I: dsDNA","",""
2743996,"I: dsDNA","",""
2920891,"I: dsDNA","",""
1486474,"I: dsDNA","",""
1340820,"I: dsDNA","",""
2725612,"I: dsDNA","",""
2315613,"I: dsDNA","",""
2126812,"I: dsDNA","",""
2656561,"I: dsDNA","",""
2182393,"I: dsDNA","",""
2708630,"I: dsDNA","",""
1932895,"I: dsDNA","",""
2301702,"I: dsDNA","",""
1536598,"I: dsDNA","",""
2182394,"I: dsDNA","",""
1556289,"I: dsDNA","",""
2656569,"I: dsDNA","",""
1698357,"I: dsDNA","",""
2163591,"I: dsDNA","",""
2656572,"I: dsDNA","",""
2592659,"I: dsDNA","",""
2656575,"I: dsDNA","",""
2301563,"I: dsDNA","",""
2027893,"I: dsDNA","",""
1913118,"I: dsDNA","",""
1536603,"I: dsDNA","",""
2530128,"I: dsDNA","",""
2484209,"I: dsDNA","",""
2776877,"I: dsDNA","",""
1675549,"I: dsDNA","",""
2301612,"I: dsDNA","",""
2767557,"I: dsDNA","",""
2027894,"I: dsDNA","",""
2301565,"I: dsDNA","",""
2283295,"I: dsDNA","",""
1527511,"I: dsDNA","",""
1340824,"I: dsDNA","",""
2282909,"I: dsDNA","",""
2767559,"I: dsDNA","",""
1527580,"I: dsDNA","",""
2301566,"I: dsDNA","",""
1897501,"I: dsDNA","",""
1662284,"I: dsDNA","",""
2283296,"I: dsDNA","",""
2301700,"I: dsDNA","",""
2656590,"I: dsDNA","",""
2419980,"I: dsDNA","",""
2591129,"I: dsDNA","",""
2283297,"I: dsDNA","",""
2182398,"I: dsDNA","",""
2163593,"I: dsDNA","",""
2315711,"I: dsDNA","",""
2653763,"I: dsDNA","",""
2653764,"I: dsDNA","",""
2767561,"I: dsDNA","",""
2652404,"I: dsDNA","",""
2301710,"I: dsDNA","",""
2502425,"I: dsDNA","",""
2079284,"I: dsDNA","",""
2250364,"I: dsDNA","",""
1673889,"I: dsDNA","",""
2126954,"I: dsDNA","",""
2041544,"I: dsDNA","",""
1698356,"I: dsDNA","",""
2790994,"I: dsDNA","",""
2500793,"I: dsDNA","",""
2584498,"I: dsDNA","",""
1698712,"I: dsDNA","",""
2081627,"I: dsDNA","",""
2301570,"I: dsDNA","",""
2027900,"I: dsDNA","",""
2768139,"I: dsDNA","",""
1445728,"I: dsDNA","",""
2250367,"I: dsDNA","",""
1327777,"I: dsDNA","",""
1739966,"I: dsDNA","",""
2301571,"I: dsDNA","",""
2023953,"I: dsDNA","",""
1913038,"I: dsDNA","",""
2517970,"I: dsDNA","",""
2719209,"I: dsDNA","",""
2027903,"I: dsDNA","",""
2484216,"I: dsDNA","",""
1897769,"I: dsDNA","",""
1698715,"I: dsDNA","",""
2488980,"I: dsDNA","",""
2902838,"I: dsDNA","",""
2902893,"I: dsDNA","",""
2907829,"I: dsDNA","",""
2922999,"I: dsDNA","",""
2922203,"I: dsDNA","",""
2927992,"I: dsDNA","",""
2923008,"I: dsDNA","",""
2922995,"I: dsDNA","",""
2914018,"I: dsDNA","",""
2922991,"I: dsDNA","",""
2922205,"I: dsDNA","",""
2681623,"I: dsDNA","",""
2922213,"I: dsDNA","",""
2922219,"I: dsDNA","",""
2911439,"I: dsDNA","",""
2914019,"I: dsDNA","",""
2914020,"I: dsDNA","",""
2920892,"I: dsDNA","",""
2923001,"I: dsDNA","",""
1036615,"I: dsDNA","",""
1036616,"I: dsDNA","",""
1147141,"I: dsDNA","",""
1204515,"I: dsDNA","",""
439809,"I: dsDNA","",""
938131,"I: dsDNA","",""
2094143,"I: dsDNA","",""
1551711,"I: dsDNA","",""
1340708,"I: dsDNA","",""
1815608,"I: dsDNA","",""
2250373,"I: dsDNA","",""
1739967,"I: dsDNA","",""
1527463,"I: dsDNA","",""
2250357,"I: dsDNA","",""
2776876,"I: dsDNA","",""
2517944,"I: dsDNA","",""
2041525,"I: dsDNA","",""
1340822,"I: dsDNA","",""
2656577,"I: dsDNA","",""
2653756,"I: dsDNA","",""
2079565,"I: dsDNA","",""
2686469,"I: dsDNA","",""
2571241,"I: dsDNA","",""
1327771,"I: dsDNA","",""
2652403,"I: dsDNA","",""
2653759,"I: dsDNA","",""
1970794,"I: dsDNA","",""
2234029,"I: dsDNA","",""
2707031,"I: dsDNA","",""
1541823,"I: dsDNA","",""
2126810,"I: dsDNA","",""
2767562,"I: dsDNA","",""
2301567,"I: dsDNA","",""
2099640,"I: dsDNA","",""
2517966,"I: dsDNA","",""
1983576,"I: dsDNA","",""
2502448,"I: dsDNA","",""
1675555,"I: dsDNA","",""
1958910,"I: dsDNA","",""
2776873,"I: dsDNA","",""
1698713,"I: dsDNA","",""
1933771,"I: dsDNA","",""
2656605,"I: dsDNA","",""
2653768,"I: dsDNA","",""
1340821,"I: dsDNA","",""
1327036,"I: dsDNA","",""
2704043,"I: dsDNA","",""
2108127,"I: dsDNA","",""
1527512,"I: dsDNA","",""
2301701,"I: dsDNA","",""
2163598,"I: dsDNA","",""
2588513,"I: dsDNA","",""
1162304,"I: dsDNA","",""
2175605,"I: dsDNA","",""
1162305,"I: dsDNA","",""
1162306,"I: dsDNA","",""
926066,"I: dsDNA","",""
2420237,"I: dsDNA","",""
1983541,"I: dsDNA","",""
1128071,"I: dsDNA","",""
2316154,"I: dsDNA","",""
1173749,"I: dsDNA","",""
1701257,"I: dsDNA","",""
1211279,"I: dsDNA","",""
1163482,"I: dsDNA","",""
1465613,"I: dsDNA","",""
1325963,"I: dsDNA","",""
1540823,"I: dsDNA","",""
1115478,"I: dsDNA","",""
424949,"I: dsDNA","",""
424944,"I: dsDNA","",""
424947,"I: dsDNA","",""
1173752,"I: dsDNA","",""
293644,"I: dsDNA","",""
1611545,"I: dsDNA","",""
1340534,"I: dsDNA","",""
1204541,"I: dsDNA","",""
1857099,"I: dsDNA","",""
1868170,"I: dsDNA","",""
1465618,"I: dsDNA","",""
698486,"I: dsDNA","",""
698487,"I: dsDNA","",""
698488,"I: dsDNA","",""
698489,"I: dsDNA","",""
698490,"I: dsDNA","",""
2565500,"I: dsDNA","",""
2047801,"I: dsDNA","",""
2047872,"I: dsDNA","",""
2047873,"I: dsDNA","",""
2283012,"I: dsDNA","",""
2072797,"I: dsDNA","",""
1161901,"I: dsDNA","",""
2249773,"I: dsDNA","",""
1636256,"I: dsDNA","",""
1636259,"I: dsDNA","",""
1718161,"I: dsDNA","",""
2282396,"I: dsDNA","",""
2914010,"I: dsDNA","",""
2913982,"I: dsDNA","",""
2749430,"I: dsDNA","",""
1279082,"I: dsDNA","",""
2686246,"I: dsDNA","",""
1887648,"I: dsDNA","",""
2048517,"I: dsDNA","",""
2745684,"I: dsDNA","",""
1327976,"I: dsDNA","",""
1327979,"I: dsDNA","",""
1327980,"I: dsDNA","",""
1327982,"I: dsDNA","",""
1327995,"I: dsDNA","",""
2681617,"I: dsDNA","",""
1147153,"I: dsDNA","",""
1147145,"I: dsDNA","",""
432201,"I: dsDNA","",""
1147150,"I: dsDNA","",""
1147147,"I: dsDNA","",""
906668,"I: dsDNA","",""
2681618,"I: dsDNA","",""
1147154,"I: dsDNA","",""
432198,"I: dsDNA","",""
1147157,"I: dsDNA","",""
2015807,"I: dsDNA","",""
432200,"I: dsDNA","",""
1147143,"I: dsDNA","",""
984175,"I: dsDNA","",""
1147158,"I: dsDNA","",""
1445810,"I: dsDNA","",""
1445811,"I: dsDNA","",""
1204533,"I: dsDNA","",""
1527469,"I: dsDNA","",""
1486657,"I: dsDNA","",""
57477,"I: dsDNA","",""
1486658,"I: dsDNA","",""
1486660,"I: dsDNA","",""
1141133,"I: dsDNA","",""
1126949,"I: dsDNA","",""
1698451,"I: dsDNA","",""
1406781,"I: dsDNA","",""
1486662,"I: dsDNA","",""
1406791,"I: dsDNA","",""
1382932,"I: dsDNA","",""
1805953,"I: dsDNA","",""
1129192,"I: dsDNA","",""
1985178,"I: dsDNA","",""
1195072,"I: dsDNA","",""
584892,"I: dsDNA","",""
1498212,"I: dsDNA","",""
1792245,"I: dsDNA","",""
1776293,"I: dsDNA","",""
2593638,"I: dsDNA","",""
1933063,"I: dsDNA","",""
2283013,"I: dsDNA","",""
1540090,"I: dsDNA","",""
1540091,"I: dsDNA","",""
207656,"I: dsDNA","",""
1497851,"I: dsDNA","",""
1406785,"I: dsDNA","",""
1796992,"I: dsDNA","",""
1285382,"I: dsDNA","",""
1126950,"I: dsDNA","",""
1126951,"I: dsDNA","",""
1690456,"I: dsDNA","",""
1277886,"I: dsDNA","",""
1136731,"I: dsDNA","",""
1837830,"I: dsDNA","",""
764595,"I: dsDNA","",""
1486659,"I: dsDNA","",""
1873999,"I: dsDNA","",""
1690431,"I: dsDNA","",""
1486661,"I: dsDNA","",""
1805954,"I: dsDNA","",""
1852564,"I: dsDNA","",""
1805948,"I: dsDNA","",""
1873998,"I: dsDNA","",""
1805950,"I: dsDNA","",""
1805951,"I: dsDNA","",""
1805952,"I: dsDNA","",""
1805956,"I: dsDNA","",""
1498168,"I: dsDNA","",""
2696337,"I: dsDNA","",""
442493,"I: dsDNA","",""
947379,"I: dsDNA","",""
1640885,"I: dsDNA","",""
2218497,"I: dsDNA","",""
2218498,"I: dsDNA","",""
2500558,"I: dsDNA","",""
2546633,"I: dsDNA","",""
2546634,"I: dsDNA","",""
1597976,"I: dsDNA","",""
1926594,"I: dsDNA","",""
2315766,"I: dsDNA","",""
2419745,"I: dsDNA","",""
2601638,"I: dsDNA","",""
2587819,"I: dsDNA","",""
2315797,"I: dsDNA","",""
2041210,"I: dsDNA","",""
2059850,"I: dsDNA","",""
2079429,"I: dsDNA","",""
2315485,"I: dsDNA","",""
2315483,"I: dsDNA","",""
2079433,"I: dsDNA","",""
1567484,"I: dsDNA","",""
2908169,"I: dsDNA","",""
1168744,"I: dsDNA","",""
1486421,"I: dsDNA","",""
1486414,"I: dsDNA","",""
1486419,"I: dsDNA","",""
1486413,"I: dsDNA","",""
1486397,"I: dsDNA","",""
1173764,"I: dsDNA","",""
1458853,"I: dsDNA","",""
1173765,"I: dsDNA","",""
1458855,"I: dsDNA","",""
1173766,"I: dsDNA","",""
2908172,"I: dsDNA","",""
1541821,"I: dsDNA","",""
1486422,"I: dsDNA","",""
857312,"I: dsDNA","",""
2892342,"I: dsDNA","",""
2892344,"I: dsDNA","",""
2884427,"I: dsDNA","",""
1406783,"I: dsDNA","",""
1391188,"I: dsDNA","",""
1296655,"I: dsDNA","",""
1296656,"I: dsDNA","",""
941058,"I: dsDNA","",""
2126734,"I: dsDNA","",""
2126724,"I: dsDNA","",""
1195081,"I: dsDNA","",""
1195077,"I: dsDNA","",""
516541,"I: dsDNA","",""
1195078,"I: dsDNA","",""
2908166,"I: dsDNA","",""
1610830,"I: dsDNA","",""
1673884,"I: dsDNA","",""
1673874,"I: dsDNA","",""
1610831,"I: dsDNA","",""
1028375,"I: dsDNA","",""
1195079,"I: dsDNA","",""
1195080,"I: dsDNA","",""
1239385,"I: dsDNA","",""
1195076,"I: dsDNA","",""
1262512,"I: dsDNA","",""
760530,"I: dsDNA","",""
1239383,"I: dsDNA","",""
1524910,"I: dsDNA","",""
1526408,"I: dsDNA","",""
1041526,"I: dsDNA","",""
1041527,"I: dsDNA","",""
1450142,"I: dsDNA","",""
1007127,"I: dsDNA","",""
2928685,"I: dsDNA","",""
1572703,"I: dsDNA","",""
307898,"I: dsDNA","",""
1868844,"I: dsDNA","",""
1572704,"I: dsDNA","",""
1340769,"I: dsDNA","",""
2927988,"I: dsDNA","",""
1235659,"I: dsDNA","",""
1235660,"I: dsDNA","",""
1200862,"I: dsDNA","",""
2908167,"I: dsDNA","",""
2510941,"I: dsDNA","",""
2510942,"I: dsDNA","",""
2510943,"I: dsDNA","",""
2499072,"I: dsDNA","",""
45764,"I: dsDNA","",""
2679904,"I: dsDNA","",""
2928683,"I: dsDNA","",""
2560719,"I: dsDNA","",""
2041855,"I: dsDNA","",""
1173748,"I: dsDNA","",""
1458857,"I: dsDNA","",""
1173745,"I: dsDNA","",""
1173747,"I: dsDNA","",""
1225800,"I: dsDNA","",""
1759525,"I: dsDNA","",""
1868598,"I: dsDNA","",""
1868599,"I: dsDNA","",""
2234093,"I: dsDNA","",""
1739609,"I: dsDNA","",""
1401669,"I: dsDNA","",""
2052821,"I: dsDNA","",""
2052822,"I: dsDNA","",""
2079583,"I: dsDNA","",""
2079584,"I: dsDNA","",""
2590936,"I: dsDNA","",""
2590880,"I: dsDNA","",""
2182358,"I: dsDNA","",""
2801477,"I: dsDNA","",""
1647386,"I: dsDNA","",""
1647387,"I: dsDNA","",""
2656582,"I: dsDNA","",""
1168479,"I: dsDNA","",""
1168478,"I: dsDNA","",""
551895,"I: dsDNA","",""
665032,"I: dsDNA","",""
2182360,"I: dsDNA","",""
1815976,"I: dsDNA","",""
2911431,"I: dsDNA","",""
270673,"I: dsDNA","",""
294382,"I: dsDNA","",""
2027883,"I: dsDNA","",""
1772302,"I: dsDNA","",""
1236000,"I: dsDNA","",""
2041212,"I: dsDNA","",""
1912321,"I: dsDNA","",""
1481110,"I: dsDNA","",""
1691954,"I: dsDNA","",""
669875,"I: dsDNA","",""
1970797,"I: dsDNA","",""
1541883,"I: dsDNA","",""
1864622,"I: dsDNA","",""
1296659,"I: dsDNA","",""
1296658,"I: dsDNA","",""
1691955,"I: dsDNA","",""
2301600,"I: dsDNA","",""
2762397,"I: dsDNA","",""
2793696,"I: dsDNA","",""
2250320,"I: dsDNA","",""
2590929,"I: dsDNA","",""
2182347,"I: dsDNA","",""
2517927,"I: dsDNA","",""
1838062,"I: dsDNA","",""
1887643,"I: dsDNA","",""
1887644,"I: dsDNA","",""
1821553,"I: dsDNA","",""
1821559,"I: dsDNA","",""
2599852,"I: dsDNA","",""
1821563,"I: dsDNA","",""
1838081,"I: dsDNA","",""
1414736,"I: dsDNA","",""
2041454,"I: dsDNA","",""
39103,"I: dsDNA","",""
1244856,"I: dsDNA","",""
1244857,"I: dsDNA","",""
1874540,"I: dsDNA","",""
1233488,"I: dsDNA","",""
2041859,"I: dsDNA","",""
2560722,"I: dsDNA","",""
1913112,"I: dsDNA","",""
1927017,"I: dsDNA","",""
2653651,"I: dsDNA","",""
331627,"I: dsDNA","",""
2099853,"I: dsDNA","",""
2099860,"I: dsDNA","",""
1796995,"I: dsDNA","",""
1796996,"I: dsDNA","",""
2115967,"I: dsDNA","",""
1132026,"I: dsDNA","",""
2024295,"I: dsDNA","",""
416419,"I: dsDNA","",""
754066,"I: dsDNA","",""
2878010,"I: dsDNA","",""
2507575,"I: dsDNA","",""
1273752,"I: dsDNA","",""
1566993,"I: dsDNA","",""
2015834,"I: dsDNA","",""
2686080,"I: dsDNA","",""
2315608,"I: dsDNA","",""
2599828,"I: dsDNA","",""
1772328,"I: dsDNA","",""
1220604,"I: dsDNA","",""
1220714,"I: dsDNA","",""
1220605,"I: dsDNA","",""
1188794,"I: dsDNA","",""
2059855,"I: dsDNA","",""
1462608,"I: dsDNA","",""
1752027,"I: dsDNA","",""
2099624,"I: dsDNA","",""
2099625,"I: dsDNA","",""
563121,"I: dsDNA","",""
1486469,"I: dsDNA","",""
1445727,"I: dsDNA","",""
1772293,"I: dsDNA","",""
2488953,"I: dsDNA","",""
1772296,"I: dsDNA","",""
2743905,"I: dsDNA","",""
1772297,"I: dsDNA","",""
2499003,"I: dsDNA","",""
1897428,"I: dsDNA","",""
1772300,"I: dsDNA","",""
2047760,"I: dsDNA","",""
1772303,"I: dsDNA","",""
2794944,"I: dsDNA","",""
1772304,"I: dsDNA","",""
2499008,"I: dsDNA","",""
2743906,"I: dsDNA","",""
2015865,"I: dsDNA","",""
1897429,"I: dsDNA","",""
1772310,"I: dsDNA","",""
1772311,"I: dsDNA","",""
2250416,"I: dsDNA","",""
2047867,"I: dsDNA","",""
2499021,"I: dsDNA","",""
1772322,"I: dsDNA","",""
2907830,"I: dsDNA","",""
2902889,"I: dsDNA","",""
1074306,"I: dsDNA","",""
2922993,"I: dsDNA","",""
1383057,"I: dsDNA","",""
2914016,"I: dsDNA","",""
2902792,"I: dsDNA","",""
2914015,"I: dsDNA","",""
2919547,"I: dsDNA","",""
1034116,"I: dsDNA","",""
1679524,"I: dsDNA","",""
1034105,"I: dsDNA","",""
1647311,"I: dsDNA","",""
1035485,"I: dsDNA","",""
1358124,"I: dsDNA","",""
1391179,"I: dsDNA","",""
1340833,"I: dsDNA","",""
1357669,"I: dsDNA","",""
1327764,"I: dsDNA","",""
1070989,"I: dsDNA","",""
1430411,"I: dsDNA","",""
1070990,"I: dsDNA","",""
1429913,"I: dsDNA","",""
1327939,"I: dsDNA","",""
1391180,"I: dsDNA","",""
1679530,"I: dsDNA","",""
1391181,"I: dsDNA","",""
1327937,"I: dsDNA","",""
1327774,"I: dsDNA","",""
1354514,"I: dsDNA","",""
1035483,"I: dsDNA","",""
1357732,"I: dsDNA","",""
2201435,"I: dsDNA","",""
2301692,"I: dsDNA","",""
2483667,"I: dsDNA","",""
2483669,"I: dsDNA","",""
2762400,"I: dsDNA","",""
2483671,"I: dsDNA","",""
2250417,"I: dsDNA","",""
2591120,"I: dsDNA","",""
2762402,"I: dsDNA","",""
1114179,"I: dsDNA","",""
2560720,"I: dsDNA","",""
2560721,"I: dsDNA","",""
2653270,"I: dsDNA","",""
1880590,"I: dsDNA","",""
2588098,"I: dsDNA","",""
2588099,"I: dsDNA","",""
1604355,"I: dsDNA","",""
1237159,"I: dsDNA","",""
1519788,"I: dsDNA","",""
1598146,"I: dsDNA","",""
2679905,"I: dsDNA","",""
1436889,"I: dsDNA","",""
1493507,"I: dsDNA","",""
1340812,"I: dsDNA","",""
536464,"I: dsDNA","",""
445683,"I: dsDNA","",""
1883365,"I: dsDNA","",""
754037,"I: dsDNA","",""
2790345,"I: dsDNA","",""
2790346,"I: dsDNA","",""
1493511,"I: dsDNA","",""
2790336,"I: dsDNA","",""
2023996,"I: dsDNA","",""
1278479,"I: dsDNA","",""
1278402,"I: dsDNA","",""
444878,"I: dsDNA","",""
1493510,"I: dsDNA","",""
1493513,"I: dsDNA","",""
1883366,"I: dsDNA","",""
1815522,"I: dsDNA","",""
536444,"I: dsDNA","",""
1079999,"I: dsDNA","",""
555387,"I: dsDNA","",""
445685,"I: dsDNA","",""
536466,"I: dsDNA","",""
682651,"I: dsDNA","",""
1542477,"I: dsDNA","",""
1883369,"I: dsDNA","",""
2484640,"I: dsDNA","",""
536474,"I: dsDNA","",""
1589733,"I: dsDNA","",""
445686,"I: dsDNA","",""
682650,"I: dsDNA","",""
1493509,"I: dsDNA","",""
1493512,"I: dsDNA","",""
2100130,"I: dsDNA","",""
1883368,"I: dsDNA","",""
1079998,"I: dsDNA","",""
1340811,"I: dsDNA","",""
756278,"I: dsDNA","",""
869724,"I: dsDNA","",""
687803,"I: dsDNA","",""
889950,"I: dsDNA","",""
869725,"I: dsDNA","",""
869726,"I: dsDNA","",""
1493508,"I: dsDNA","",""
754038,"I: dsDNA","",""
869662,"I: dsDNA","",""
869661,"I: dsDNA","",""
869663,"I: dsDNA","",""
444860,"I: dsDNA","",""
238854,"I: dsDNA","",""
382359,"I: dsDNA","",""
445688,"I: dsDNA","",""
536473,"I: dsDNA","",""
445684,"I: dsDNA","",""
1883367,"I: dsDNA","",""
1493514,"I: dsDNA","",""
536453,"I: dsDNA","",""
536446,"I: dsDNA","",""
268747,"I: dsDNA","",""
268746,"I: dsDNA","",""
536454,"I: dsDNA","",""
1340810,"I: dsDNA","",""
2163901,"I: dsDNA","",""
1983572,"I: dsDNA","",""
1815521,"I: dsDNA","",""
929832,"I: dsDNA","",""
754039,"I: dsDNA","",""
1048189,"I: dsDNA","",""
444862,"I: dsDNA","",""
444859,"I: dsDNA","",""
1278485,"I: dsDNA","",""
444861,"I: dsDNA","",""
2589665,"I: dsDNA","",""
146269,"I: dsDNA","",""
1980139,"I: dsDNA","",""
947980,"I: dsDNA","",""
2070183,"I: dsDNA","",""
2591030,"I: dsDNA","",""
2591032,"I: dsDNA","",""
2591033,"I: dsDNA","",""
2588517,"I: dsDNA","",""
482822,"I: dsDNA","",""
1147148,"I: dsDNA","",""
1147146,"I: dsDNA","",""
10710,"I: dsDNA","",""
2681611,"I: dsDNA","",""
2282412,"I: dsDNA","",""
2742949,"I: dsDNA","",""
2742953,"I: dsDNA","",""
2742956,"I: dsDNA","",""
2742957,"I: dsDNA","",""
2686049,"I: dsDNA","",""
2686050,"I: dsDNA","",""
2686053,"I: dsDNA","",""
2686055,"I: dsDNA","",""
2599843,"I: dsDNA","",""
2599845,"I: dsDNA","",""
2599848,"I: dsDNA","",""
2599849,"I: dsDNA","",""
2656545,"I: dsDNA","",""
2530172,"I: dsDNA","",""
2507862,"I: dsDNA","",""
2047830,"I: dsDNA","",""
2315531,"I: dsDNA","",""
2499025,"I: dsDNA","",""
2301696,"I: dsDNA","",""
2301694,"I: dsDNA","",""
496874,"I: dsDNA","",""
1772305,"I: dsDNA","",""
2015860,"I: dsDNA","",""
1772314,"I: dsDNA","",""
2015873,"I: dsDNA","",""
2723758,"I: dsDNA","",""
2026944,"I: dsDNA","",""
2530024,"I: dsDNA","",""
1934252,"I: dsDNA","",""
155148,"I: dsDNA","",""
2908168,"I: dsDNA","",""
200913,"I: dsDNA","",""
329864,"I: dsDNA","",""
2905963,"I: dsDNA","",""
2905959,"I: dsDNA","",""
539221,"I: dsDNA","",""
1090133,"I: dsDNA","",""
221029,"I: dsDNA","",""
1524881,"I: dsDNA","",""
876449,"I: dsDNA","",""
1813779,"I: dsDNA","",""
1810705,"I: dsDNA","",""
1647458,"I: dsDNA","",""
1127357,"I: dsDNA","",""
714583,"I: dsDNA","",""
1912492,"I: dsDNA","",""
348058,"I: dsDNA","",""
590739,"I: dsDNA","",""
1168548,"I: dsDNA","",""
1582150,"I: dsDNA","",""
1582151,"I: dsDNA","",""
1032362,"I: dsDNA","",""
2283015,"I: dsDNA","",""
2301561,"I: dsDNA","",""
