"Species","Taxon.History.URL.ICTV"
"Pifdecavirus IBBPF7A","ICTVonline=202108362"
"Pifdecavirus Pf10","ICTVonline=202108361"
"Pifdecavirus PFP1","ICTVonline=202108366"
"Pifdecavirus PhiS1","ICTVonline=202108363"
"Pifdecavirus pv22PfluR64PP","ICTVonline=202108365"
"Pifdecavirus UNOSLW1","ICTVonline=202108364"
"Pijolavirus PspYZU08","ICTVonline=202108355"
"Przondovirus 2044307w","ICTVonline=202108439"
"Przondovirus BIS33","ICTVonline=202108438"
"Przondovirus henu1","ICTVonline=202108447"
"Przondovirus IL33","ICTVonline=202108437"
"Przondovirus IME205","ICTVonline=202108430"
"Przondovirus IME321","ICTVonline=202108445"
"Przondovirus K5","ICTVonline=202100552"
"Przondovirus K11","ICTVonline=202100553"
"Przondovirus K30","ICTVonline=202100551"
"Przondovirus K52","ICTVonline=202108434"
"Przondovirus K54","ICTVonline=202108435"
"Przondovirus KN11","ICTVonline=202108450"
"Przondovirus KN31","ICTVonline=202108451"
"Przondovirus KN41","ICTVonline=202108452"
"Przondovirus Kp1","ICTVonline=202100554"
"Przondovirus KP32","ICTVonline=202100555"
"Przondovirus KP32i192","ICTVonline=202108441"
"Przondovirus KP32i194","ICTVonline=202108442"
"Przondovirus KP32i195","ICTVonline=202108443"
"Przondovirus KP32i196","ICTVonline=202108444"
"Przondovirus kpssk3","ICTVonline=202108446"
"Przondovirus KpV289","ICTVonline=202100556"
"Przondovirus KpV763","ICTVonline=202108431"
"Przondovirus KpV766","ICTVonline=202108433"
"Przondovirus KpV767","ICTVonline=202108432"
"Przondovirus pharr","ICTVonline=202108448"
"Przondovirus PRA33","ICTVonline=202108436"
"Przondovirus SHKp152234","ICTVonline=202108449"
"Przondovirus SHKp152410","ICTVonline=202108440"
"Teetrevirus 2050H2","ICTVonline=202108475"
"Teetrevirus AP5","ICTVonline=202108465"
"Teetrevirus CFP1","ICTVonline=202108466"
"Teetrevirus E2","ICTVonline=202108467"
"Teetrevirus E3","ICTVonline=202108468"
"Teetrevirus ECA2","ICTVonline=202108472"
"Teetrevirus KPN3","ICTVonline=202108477"
"Teetrevirus LL2","ICTVonline=202108476"
"Teetrevirus SGJL2","ICTVonline=202108463"
"Teetrevirus SH1","ICTVonline=202108470"
"Teetrevirus SH2","ICTVonline=202108471"
"Teetrevirus SM93Y","ICTVonline=202108473"
"Teetrevirus T3","ICTVonline=202108460"
"Teetrevirus T3Luria","ICTVonline=202108462"
"Teetrevirus T7M","ICTVonline=202108464"
"Teetrevirus tv10164302","ICTVonline=202108474"
"Teetrevirus YeF10","ICTVonline=202108469"
"Teetrevirus YeO312","ICTVonline=202108461"
"Teseptimavirus 13a","ICTVonline=202108478"
"Teseptimavirus C5","ICTVonline=202108490"
"Teseptimavirus CICC80001","ICTVonline=202108483"
"Teseptimavirus ebrios","ICTVonline=202108487"
"Teseptimavirus EG1","ICTVonline=202108485"
"Teseptimavirus HZ2R8","ICTVonline=202108486"
"Teseptimavirus HZP2","ICTVonline=202108492"
"Teseptimavirus IME15","ICTVonline=202108482"
"Teseptimavirus IME390","ICTVonline=202108491"
"Teseptimavirus N30","ICTVonline=202108489"
"Teseptimavirus NCA","ICTVonline=202108493"
"Teseptimavirus T7","ICTVonline=202100583"
"Teseptimavirus tv3A8767","ICTVonline=202108488"
"Teseptimavirus tv64795ec1","ICTVonline=202108484"
"Teseptimavirus Vi06","ICTVonline=202108479"
"Teseptimavirus YpPY","ICTVonline=202108480"
"Teseptimavirus YpsPG","ICTVonline=202108481"
"Troedvirus Phi15","ICTVonline=202108359"
"Unyawovirus DUPPII","ICTVonline=202108456"
"Warsawvirus 3MF5","ICTVonline=202112090"
"Aegirvirus SCBP42","ICTVonline=202108235"
"Anchaingvirus anchaing","ICTVonline=202111647"
"Aqualcavirus P14","ICTVonline=202106761"
"Ashivirus S45C4","ICTVonline=202108245"
"Atuphduovirus atuph02","ICTVonline=202108213"
"Atuphduovirus atuph03","ICTVonline=202108214"
"Ayakvirus Ap1","ICTVonline=202108249"
"Ayaqvirus S45C18","ICTVonline=202108284"
"Banchanvirus SS1201","ICTVonline=202108274"
"Bifseptvirus andromeda","ICTVonline=202106804"
"Bifseptvirus Bf7","ICTVonline=202106803"
"Bonnellvirus J865","ICTVonline=202108229"
"Bonnellvirus lidtsur","ICTVonline=202108230"
"Cheungvirus NATL1A7","ICTVonline=202108316"
"Chosvirus KM23C739","ICTVonline=202108314"
"Cuernavacavirus RHEph02","ICTVonline=202108225"
"Cuernavacavirus RHEph08","ICTVonline=202108226"
"Cuernavacavirus RHEph09","ICTVonline=202108227"
"Cyclitvirus cyclit","ICTVonline=202108310"
"Ermolevavirus PGT2","ICTVonline=202108211"
"Ermolevavirus PhiKT","ICTVonline=202108210"
"Foturvirus H44","ICTVonline=202108308"
"Foussvirus S46C10","ICTVonline=202108326"
"Fussvirus S30C28","ICTVonline=202108253"
"Gajwadongvirus ECBP5","ICTVonline=202108207"
"Gajwadongvirus PP99","ICTVonline=202108208"
"Gyeongsanvirus DURPI","ICTVonline=202108216"
"Gyeongsanvirus RsoP1EGY","ICTVonline=202108217"
"Igirivirus STIP37","ICTVonline=202108278"
"Jalkavirus S08C159","ICTVonline=202108296"
"Jiaoyazivirus RSB3","ICTVonline=202108247"
"Kafavirus SWcelC56","ICTVonline=202108304"
"Kajamvirus SRIP1","ICTVonline=202108322"
"Kakivirus PS3","ICTVonline=202108312"
"Kalppathivirus P26059B","ICTVonline=202108265"
"Kelmasvirus RSB2","ICTVonline=202108501"
"Kembevirus SCBP2","ICTVonline=202108276"
"Krakvirus S39C11","ICTVonline=202108292"
"Lauvirus lau218","ICTVonline=202108238"
"Limelightvirus limelight","ICTVonline=202100568"
"Lingvirus PGSP1","ICTVonline=202108318"
"Lirvirus SCBP3","ICTVonline=202108320"
"Lullwatervirus lullwater","ICTVonline=202108267"
"Maculvirus KF1","ICTVonline=202108198"
"Maculvirus KF2","ICTVonline=202108199"
"Maculvirus OWB","ICTVonline=202108200"
"Maculvirus VP93","ICTVonline=202108197"
"Napahaivirus VSW3","ICTVonline=202106881"
"Nohivirus S31C1","ICTVonline=202108288"
"Oinezvirus S37C6","ICTVonline=202108286"
"Paadamvirus RHEph01","ICTVonline=202108257"
"Pagavirus S05C849","ICTVonline=202108302"
"Pairvirus Lo5R7ANS","ICTVonline=202108259"
"Pedosvirus S28C3","ICTVonline=202108324"
"Pekhitvirus S04C24","ICTVonline=202108298"
"Pelagivirus HTVC019P","ICTVonline=202108232"
"Pelagivirus S35C6","ICTVonline=202108233"
"Percyvirus percy","ICTVonline=202108263"
"Piedvirus IMEDE1","ICTVonline=202108261"
"Podivirus S05C243","ICTVonline=202108300"
"Pollyceevirus pollyC","ICTVonline=202106861"
"Poseidonvirus SCBP4","ICTVonline=202108202"
"Powvirus S08C41","ICTVonline=202108272"
"Pradovirus f20","ICTVonline=202100573"
"Pradovirus f30","ICTVonline=202100574"
"Pradovirus prado","ICTVonline=202100575"
"Pradovirus XAJ24","ICTVonline=202108242"
"Pradovirus Xc10","ICTVonline=202108243"
"Qadamvirus SB28","ICTVonline=202108280"
"Scottvirus scott","ICTVonline=202108269"
"Sednavirus SRIP2","ICTVonline=202108219"
"Serkorvirus ITL1","ICTVonline=202108499"
"Sieqvirus S42C7","ICTVonline=202108328"
"Stompelvirus RPSC1","ICTVonline=202108503"
"Stopalavirus S38C3","ICTVonline=202108290"
"Stopavirus HTVC011P","ICTVonline=202108251"
"Stupnyavirus KM16C193","ICTVonline=202108255"
"Tangaroavirus NATL2A133","ICTVonline=202108221"
"Tangaroavirus PSSP10","ICTVonline=202108222"
"Tangaroavirus tv951510a","ICTVonline=202108223"
"Tawavirus JSF7","ICTVonline=202108306"
"Tiamatvirus PSSP7","ICTVonline=202100587"
"Tiilvirus P60","ICTVonline=202100588"
"Tritonvirus PSSP2","ICTVonline=202108205"
"Tritonvirus PSSP3","ICTVonline=202108204"
"Voetvirus syn5","ICTVonline=202100589"
"Votkovvirus S28C10","ICTVonline=202108282"
"Waewaevirus limezero","ICTVonline=202100569"
"Wuhanvirus PHB01","ICTVonline=202108195"
"Wuhanvirus PHB02","ICTVonline=202108194"
"Burkholderia virus AH2","ICTVonline=202106759"
"Broinstvirus pCB2051A","ICTVonline=202112990"
"Cenphatecvirus saba","ICTVonline=202113003"
"Chivirus BSPM4","ICTVonline=202109872"
"Chivirus chi","ICTVonline=202100924"
"Chivirus cv35","ICTVonline=202109868"
"Chivirus cv37","ICTVonline=202109866"
"Chivirus cv118970sal1","ICTVonline=202109871"
"Chivirus ER24","ICTVonline=202112987"
"Chivirus FSLSP030","ICTVonline=202100925"
"Chivirus FSLSP088","ICTVonline=202100926"
"Chivirus iEPS5","ICTVonline=202100927"
"Chivirus KFSSE1","ICTVonline=202109869"
"Chivirus KpYy141","ICTVonline=202112986"
"Chivirus SeWh1","ICTVonline=202112988"
"Chivirus siskin","ICTVonline=202109873"
"Chivirus SPN19","ICTVonline=202100928"
"Chivirus ST101","ICTVonline=202109867"
"Chivirus YSD1","ICTVonline=202109874"
"Salmonella virus BP12C","ICTVonline=202109870"
"Dunedinvirus JS26","ICTVonline=202113023"
"Enchivirus Enc34","ICTVonline=202113033"
"Fengtaivirus Axp2","ICTVonline=202113027"
"Gediminasvirus AchV4","ICTVonline=202112996"
"Gwanakrovirus SNUABM08","ICTVonline=202113025"
"Jacunavirus JC01","ICTVonline=202113015"
"Kokobelvirus kokobel1","ICTVonline=202113005"
"Lavrentieva E21","ICTVonline=202113009"
"Lavrentieva PM87","ICTVonline=202113007"
"Lavrentieva pPM01","ICTVonline=202113008"
"Maxdohrnvirus SS2019XI","ICTVonline=202113029"
"Burkholderia virus BcepNazgul","ICTVonline=202106776"
"Newforgelanevirus MA12","ICTVonline=202113031"
"Phobosvirus phobos","ICTVonline=202113000"
"Phobosvirus PspYZU01","ICTVonline=202113001"
"Redjacvirus piberecoleta","ICTVonline=202113020"
"Redjacvirus redjac","ICTVonline=202113019"
"Redjacvirus stilesk","ICTVonline=202113021"
"Salvovirus bacata","ICTVonline=202112994"
"Salvovirus salvo","ICTVonline=202106884"
"Xylella virus Sano","ICTVonline=202106883"
"Seodaemunguvirus YMC16-01N133","ICTVonline=202112998"
"Sessunavirus SESS1","ICTVonline=202112992"
"Sharonstreetvirus A18P4","ICTVonline=202113013"
"Sharonstreetvirus BUCT551","ICTVonline=202113012"
"Sharonstreetvirus LAh7","ICTVonline=202113011"
"Yonseivirus N137","ICTVonline=202112126"
"Yonseivirus seifer","ICTVonline=202112127"
"Yonseivirus soft","ICTVonline=202112128"
"Zhonglingvirus SAP012","ICTVonline=202113017"
"Carltongylesvirus flopper","ICTVonline=202109855"
"Carltongylesvirus GJ1","ICTVonline=202107739"
"Carltongylesvirus mangalitsa","ICTVonline=202109854"
"Carltongylesvirus ST32","ICTVonline=202107740"
"Faunusvirus faunus","ICTVonline=202107742"
"Loessnervirus SSEM1","ICTVonline=202109858"
"Loessnervirus Y2","ICTVonline=202107752"
"Myducvirus myduc","ICTVonline=202109857"
"Sabourvirus sv4HA13","ICTVonline=202109860"
"Suwonvirus PM1","ICTVonline=202107744"
"Suwonvirus PP101","ICTVonline=202107745"
"Pahsextavirus pAh6C","ICTVonline=202107750"
"Yushanvirus Spp001","ICTVonline=202107747"
"Yushanvirus SppYZU05","ICTVonline=202107748"
"Cetovirus ceto","ICTVonline=202107086"
"Jesfedecavirus JSF10","ICTVonline=202106955"
"Jesfedecavirus JSF12","ICTVonline=202108127"
"Jesfedecavirus phi3","ICTVonline=202106956"
"Thalassavirus achelous","ICTVonline=202113507"
"Thalassavirus AG74","ICTVonline=202113512"
"Thalassavirus athena","ICTVonline=202113510"
"Thalassavirus bennett","ICTVonline=202113511"
"Thalassavirus brizo","ICTVonline=202113508"
"Thalassavirus chester","ICTVonline=202113513"
"Thalassavirus cody","ICTVonline=202113515"
"Thalassavirus gary","ICTVonline=202113509"
"Thalassavirus pontus","ICTVonline=202113506"
"Thalassavirus quinn","ICTVonline=202113514"
"Thalassavirus river4","ICTVonline=202113505"
"Thalassavirus thalassa","ICTVonline=202107087"
"Vipunavirus pVp1","ICTVonline=202107088"
"Epseptimavirus 100268sal2","ICTVonline=202109944"
"Epseptimavirus 118970sal2","ICTVonline=202101329"
"Epseptimavirus atrejo","ICTVonline=202109949"
"Epseptimavirus bastian","ICTVonline=202109948"
"Epseptimavirus bombadil","ICTVonline=202109943"
"Epseptimavirus EPS7","ICTVonline=202101324"
"Epseptimavirus ev23","ICTVonline=202109950"
"Epseptimavirus ev119","ICTVonline=202109938"
"Epseptimavirus ev123","ICTVonline=202108098"
"Epseptimavirus ev129","ICTVonline=202109937"
"Epseptimavirus ev329","ICTVonline=202109936"
"Epseptimavirus faergetype","ICTVonline=202109941"
"Epseptimavirus fuchur","ICTVonline=202109940"
"Epseptimavirus LVR16A","ICTVonline=202108112"
"Epseptimavirus mar003J3","ICTVonline=202108097"
"Epseptimavirus oselot","ICTVonline=202109939"
"Epseptimavirus OSYSTA","ICTVonline=202109935"
"Epseptimavirus rokbiter","ICTVonline=202109946"
"Epseptimavirus S113","ICTVonline=202108100"
"Epseptimavirus S114","ICTVonline=202108102"
"Epseptimavirus S116","ICTVonline=202108106"
"Epseptimavirus S124","ICTVonline=202108096"
"Epseptimavirus S126","ICTVonline=202108099"
"Epseptimavirus S132","ICTVonline=202108109"
"Epseptimavirus S133","ICTVonline=202108103"
"Epseptimavirus S147","ICTVonline=202108101"
"Epseptimavirus saus132","ICTVonline=202108111"
"Epseptimavirus SB13","ICTVonline=202109942"
"Epseptimavirus SE24","ICTVonline=202109947"
"Epseptimavirus seafire","ICTVonline=202108104"
"Epseptimavirus sepoy","ICTVonline=202109945"
"Epseptimavirus SH9","ICTVonline=202108107"
"Epseptimavirus STG2","ICTVonline=202108110"
"Epseptimavirus stitch","ICTVonline=202101332"
"Epseptimavirus Sw2","ICTVonline=202108108"
"Salmonella virus 329","ICTVonline=202108105"
"Haartmanvirus R201","ICTVonline=202108114"
"Tequintavirus AKFV33","ICTVonline=202101321"
"Tequintavirus APCEc03","ICTVonline=202108092"
"Tequintavirus BF23","ICTVonline=202101322"
"Tequintavirus chee24","ICTVonline=202108093"
"Tequintavirus DT5712","ICTVonline=202108083"
"Tequintavirus DT57C","ICTVonline=202101323"
"Tequintavirus FFH1","ICTVonline=202101325"
"Tequintavirus fp01","ICTVonline=202109961"
"Tequintavirus gostya9","ICTVonline=202108082"
"Tequintavirus H8","ICTVonline=202101326"
"Tequintavirus HdH2","ICTVonline=202109954"
"Tequintavirus L6jm","ICTVonline=202109959"
"Tequintavirus LLS","ICTVonline=202108089"
"Tequintavirus mar004NP2","ICTVonline=202108088"
"Tequintavirus NBEco001","ICTVonline=202109955"
"Tequintavirus NBEco002","ICTVonline=202109958"
"Tequintavirus NBSal003","ICTVonline=202109951"
"Tequintavirus NBSal005","ICTVonline=202109962"
"Tequintavirus NR01","ICTVonline=202108084"
"Tequintavirus oldekolle","ICTVonline=202109952"
"Tequintavirus OSYSP","ICTVonline=202108091"
"Tequintavirus S131","ICTVonline=202108090"
"Tequintavirus SE11","ICTVonline=202109963"
"Tequintavirus shivani","ICTVonline=202101330"
"Tequintavirus SHSML45","ICTVonline=202108094"
"Tequintavirus slur09","ICTVonline=202101327"
"Tequintavirus SP01","ICTVonline=202108086"
"Tequintavirus SP3","ICTVonline=202108085"
"Tequintavirus SP15","ICTVonline=202109960"
"Tequintavirus SPC35","ICTVonline=202101331"
"Tequintavirus SSP1","ICTVonline=202108087"
"Tequintavirus T5","ICTVonline=202101328"
"Tequintavirus Th1","ICTVonline=202109953"
"Tequintavirus VEc33","ICTVonline=202109956"
"Tequintavirus VSe12","ICTVonline=202109957"
"Hongcheonvirus DUPPV","ICTVonline=202108124"
"Myunavirus My1","ICTVonline=202107058"
"Novosibvirus PM135","ICTVonline=202107060"
"Novosibvirus stubb","ICTVonline=202108118"
"Pogseptimavirus PG07","ICTVonline=202108120"
"Pogseptimavirus VspSw1","ICTVonline=202108121"
"Priunavirus PR1","ICTVonline=202107062"
"Priunavirus PSTCR5","ICTVonline=202113516"
"Shenzhenvirus AhSzq1","ICTVonline=202108117"
"Shenzhenvirus AhSzw1","ICTVonline=202108116"
"Sugarlandvirus IME260","ICTVonline=202107065"
"Sugarlandvirus sugarland","ICTVonline=202107064"
"Christensenvirus IME542","ICTVonline=202108146"
"Guelphvirus ACGM12","ICTVonline=202100822"
"Guelphvirus EC3a","ICTVonline=202108150"
"Loudonvirus DTL","ICTVonline=202108148"
"Rtpvirus IME253","ICTVonline=202108144"
"Rtpvirus Rtp","ICTVonline=202100823"
"Veterinaerplatzvirus vv12210I","ICTVonline=202112086"
"Eastlansingvirus Sf12","ICTVonline=202108154"
"Lindendrivevirus EB49","ICTVonline=202108158"
"Rogunavirus AHP42","ICTVonline=202100812"
"Rogunavirus AHS24","ICTVonline=202100813"
"Rogunavirus AKS96","ICTVonline=202100814"
"Rogunavirus C119","ICTVonline=202100815"
"Rogunavirus E41c","ICTVonline=202100816"
"Rogunavirus Jk06","ICTVonline=202100818"
"Rogunavirus JLA23","ICTVonline=202108152"
"Rogunavirus KP26","ICTVonline=202100819"
"Rogunavirus rogue1","ICTVonline=202100820"
"Wilsonroadvirus Sd1","ICTVonline=202108156"
"Changchunvirus PHB17","ICTVonline=202109975"
"Changchunvirus W011D","ICTVonline=202109974"
"Hanrivervirus aalborv","ICTVonline=202110090"
"Hanrivervirus aaroes","ICTVonline=202110087"
"Hanrivervirus damhaus","ICTVonline=202110088"
"Hanrivervirus egaa","ICTVonline=202110084"
"Hanrivervirus G292","ICTVonline=202110081"
"Hanrivervirus grams","ICTVonline=202110086"
"Hanrivervirus haarsle","ICTVonline=202110089"
"Hanrivervirus henu8","ICTVonline=202110085"
"Hanrivervirus herni","ICTVonline=202110082"
"Hanrivervirus hv2019SD1","ICTVonline=202110079"
"Hanrivervirus PGN590","ICTVonline=202110091"
"Hanrivervirus pSf1","ICTVonline=202107069"
"Hanrivervirus slyngel","ICTVonline=202110080"
"Hanrivervirus vojen","ICTVonline=202110083"
"Henuseptimavirus henu7","ICTVonline=202109972"
"Tlsvirus DK2017","ICTVonline=202108140"
"Tlsvirus LL5","ICTVonline=202108139"
"Tlsvirus PHB07","ICTVonline=202108137"
"Tlsvirus phSE2","ICTVonline=202108141"
"Tlsvirus sazh","ICTVonline=202108142"
"Tlsvirus SP126","ICTVonline=202100834"
"Tlsvirus stevie","ICTVonline=202100832"
"Tlsvirus TLS","ICTVonline=202100833"
"Tlsvirus tv36","ICTVonline=202108136"
"Tlsvirus YSP2","ICTVonline=202108138"
"Warwickvirus atuna","ICTVonline=202112096"
"Warwickvirus JK16","ICTVonline=202112091"
"Warwickvirus mar001J1","ICTVonline=202108134"
"Warwickvirus SECphi27","ICTVonline=202108133"
"Warwickvirus SLUR29","ICTVonline=202112098"
"Warwickvirus swan01","ICTVonline=202108131"
"Warwickvirus tiwna","ICTVonline=202112097"
"Warwickvirus tonijn","ICTVonline=202112095"
"Warwickvirus tonn","ICTVonline=202112092"
"Warwickvirus tonnikala","ICTVonline=202112094"
"Warwickvirus tunus","ICTVonline=202112093"
"Warwickvirus wv95","ICTVonline=202108132"
"Badaguanvirus IME347","ICTVonline=202108167"
"Sertoctavirus SRT8","ICTVonline=202107071"
"Tunavirus ADB2","ICTVonline=202100825"
"Tunavirus BIFF","ICTVonline=202108160"
"Tunavirus DELF2","ICTVonline=202112057"
"Tunavirus IME18","ICTVonline=202108164"
"Tunavirus ISF001","ICTVonline=202108161"
"Tunavirus ISF002","ICTVonline=202107089"
"Tunavirus JMPW1","ICTVonline=202100826"
"Tunavirus JMPW2","ICTVonline=202100827"
"Tunavirus PSf2","ICTVonline=202100829"
"Tunavirus Sfin1","ICTVonline=202108163"
"Tunavirus Sfin3","ICTVonline=202112056"
"Tunavirus SH2","ICTVonline=202108165"
"Tunavirus SH6","ICTVonline=202108159"
"Tunavirus Shfl1","ICTVonline=202100830"
"Tunavirus T1","ICTVonline=202100828"
"Tunavirus tv008","ICTVonline=202108162"
"Eclunavirus EcL1","ICTVonline=202107067"
"Hicfunavirus HCF1","ICTVonline=202109977"
"Jhansiroadvirus gwaliVC1","ICTVonline=202109979"
"Kyungwonvirus CS01","ICTVonline=202109981"
"Kyungwonvirus Esp29491","ICTVonline=202100836"
"Nouzillyvirus ESCO41","ICTVonline=202108172"
"Sauletekiovirus AAS23","ICTVonline=202108174"
"Vilniusvirus NBD2","ICTVonline=202108717"
"Webervirus alina","ICTVonline=202112106"
"Webervirus call","ICTVonline=202112105"
"Webervirus domnhall","ICTVonline=202112104"
"Webervirus F20","ICTVonline=202100805"
"Webervirus FZ10","ICTVonline=202112109"
"Webervirus GHK3","ICTVonline=202108186"
"Webervirus IMGroot","ICTVonline=202112103"
"Webervirus JY917","ICTVonline=202112112"
"Webervirus KL","ICTVonline=202112107"
"Webervirus KLPN1","ICTVonline=202100807"
"Webervirus KLPPOU149","ICTVonline=202112111"
"Webervirus KOX1","ICTVonline=202108176"
"Webervirus KP36","ICTVonline=202100808"
"Webervirus KP1801","ICTVonline=202112117"
"Webervirus KpCol1","ICTVonline=202108183"
"Webervirus KpKT21phi1","ICTVonline=202108185"
"Webervirus KpNIH2","ICTVonline=202112114"
"Webervirus KpV522","ICTVonline=202108175"
"Webervirus mezzogao","ICTVonline=202108182"
"Webervirus N141","ICTVonline=202108184"
"Webervirus NJS1","ICTVonline=202108178"
"Webervirus PKP126","ICTVonline=202100809"
"Webervirus segescirculi","ICTVonline=202112102"
"Webervirus shelby","ICTVonline=202112115"
"Webervirus sin4","ICTVonline=202112116"
"Webervirus skenny","ICTVonline=202112110"
"Webervirus sushi","ICTVonline=202100810"
"Webervirus sweeny","ICTVonline=202112108"
"Webervirus TAH8","ICTVonline=202108180"
"Webervirus TSK1","ICTVonline=202108177"
"Webervirus wv13","ICTVonline=202112113"
"Webervirus wv1513","ICTVonline=202100806"
"Ingelinevirus ingeline","ICTVonline=202113561"
"Labanvirus laban","ICTVonline=202110034"
"Unahavirus uv1H","ICTVonline=202107073"
"Unahavirus uv23T","ICTVonline=202107076"
"Unahavirus uv2A","ICTVonline=202107075"
"Unahavirus uv6H","ICTVonline=202107074"
"Freyavirus danklef","ICTVonline=202113572"
"Freyavirus freya","ICTVonline=202113571"
"Capvunavirus CpV1","ICTVonline=202110061"
"Gregsiragusavirus CPD2","ICTVonline=202110059"
"Gregsiragusavirus CPS1","ICTVonline=202110058"
"Gregsiragusavirus phi24R","ICTVonline=202110057"
"Brucesealvirus CP7R","ICTVonline=202110063"
"Brucesealvirus CPS2","ICTVonline=202110066"
"Brucesealvirus CPV4","ICTVonline=202110065"
"Brucesealvirus ZP2","ICTVonline=202110064"
"Susfortunavirus susfortuna","ICTVonline=202110068"
